"","Datum","Factuurnr.","Taak","Eind","Resource"
"1",2018-04-09,"I1800353","Inkoopfactuur <= 5.000",2018-04-12 15:01:35,"abdc6e9dade886e0d35ceab9951ebeda"
"2",2018-04-09,"I1800353","Beoordelen inkoopfactuur",2018-04-13 10:04:32,"ce89fe3400440ded691ebea966fbf59a"
"3",2018-04-09,"I1800353","Accorderen inkoopfactuur",2018-04-16 14:19:14,"3f309e071cff9027995b0b80691d6369"
"4",2018-02-26,"I1800224","Inkoopfactuur <= 5.000",2018-03-08 09:57:39,"abdc6e9dade886e0d35ceab9951ebeda"
"5",2018-02-26,"I1800224","Beoordelen inkoopfactuur",2018-04-12 08:49:03,"abdc6e9dade886e0d35ceab9951ebeda"
"6",2018-02-26,"I1800224","Beoordelen inkoopfactuur",2018-04-16 14:24:40,"3f309e071cff9027995b0b80691d6369"
"7",2018-02-26,"I1800224","Accorderen inkoopfactuur",2018-04-16 14:24:46,"3f309e071cff9027995b0b80691d6369"
"8",2018-04-01,"I1800311","Inkoopfactuur <= 5.000",2018-04-09 08:09:07,"abdc6e9dade886e0d35ceab9951ebeda"
"9",2018-04-01,"I1800311","Beoordelen inkoopfactuur",2018-04-09 14:55:04,"3f309e071cff9027995b0b80691d6369"
"10",2018-04-01,"I1800311","Accorderen inkoopfactuur",2018-04-09 14:55:22,"3f309e071cff9027995b0b80691d6369"
"11",2018-03-16,"I1800263","Inkoopfactuur <= 5.000",2018-03-20 08:46:24,"abdc6e9dade886e0d35ceab9951ebeda"
"12",2018-03-16,"I1800263","Beoordelen inkoopfactuur",2018-03-20 08:53:13,"abdc6e9dade886e0d35ceab9951ebeda"
"13",2018-03-16,"I1800263","Accorderen inkoopfactuur",2018-03-20 11:16:54,"524fdb068748af57469e4dc7edf8e89d"
"14",2018-04-03,"I1800354","Beoordelen inkoopfactuur",2018-04-17 09:38:40,"524fdb068748af57469e4dc7edf8e89d"
"15",2018-04-03,"I1800354","Accorderen inkoopfactuur",2018-04-17 09:38:45,"524fdb068748af57469e4dc7edf8e89d"
"16",2018-03-03,"I1800249","Inkoopfactuur <= 5.000",2018-03-15 10:52:47,"abdc6e9dade886e0d35ceab9951ebeda"
"17",2018-03-03,"I1800249","Beoordelen inkoopfactuur",2018-03-20 11:17:57,"524fdb068748af57469e4dc7edf8e89d"
"18",2018-03-03,"I1800249","Accorderen inkoopfactuur",2018-03-20 11:18:02,"524fdb068748af57469e4dc7edf8e89d"
"19",2018-04-03,"I1800354","Inkoopfactuur <= 5.000",2018-04-12 15:02:18,"abdc6e9dade886e0d35ceab9951ebeda"
"20",2018-03-07,"I1800232","Inkoopfactuur <= 5.000",2018-03-08 10:11:08,"abdc6e9dade886e0d35ceab9951ebeda"
"21",2018-03-07,"I1800232","Beoordelen inkoopfactuur",2018-03-08 10:54:37,"ce89fe3400440ded691ebea966fbf59a"
"22",2018-03-07,"I1800232","Accorderen inkoopfactuur",2018-03-08 11:12:22,"3f309e071cff9027995b0b80691d6369"
"23",2018-04-04,"I1800322","Inkoopfactuur <= 5.000",2018-04-09 08:23:48,"abdc6e9dade886e0d35ceab9951ebeda"
"24",2018-04-04,"I1800322","Beoordelen inkoopfactuur",2018-04-09 09:39:41,"ce89fe3400440ded691ebea966fbf59a"
"25",2018-04-04,"I1800322","Accorderen inkoopfactuur",2018-04-09 14:50:20,"3f309e071cff9027995b0b80691d6369"
"26",2018-03-15,"I1800253","Inkoopfactuur <= 5.000",2018-03-20 08:07:48,"abdc6e9dade886e0d35ceab9951ebeda"
"27",2018-03-15,"I1800254","Inkoopfactuur <= 5.000",2018-03-20 08:10:00,"abdc6e9dade886e0d35ceab9951ebeda"
"28",2018-03-15,"I1800253","Beoordelen inkoopfactuur",2018-03-20 13:05:37,"ce89fe3400440ded691ebea966fbf59a"
"29",2018-03-15,"I1800254","Beoordelen inkoopfactuur",2018-03-20 13:05:46,"ce89fe3400440ded691ebea966fbf59a"
"30",2018-03-15,"I1800253","Accorderen inkoopfactuur",2018-03-22 06:39:04,"3f309e071cff9027995b0b80691d6369"
"31",2018-03-15,"I1800254","Accorderen inkoopfactuur",2018-03-22 06:39:15,"3f309e071cff9027995b0b80691d6369"
"32",2018-03-01,"I1800273","Inkoopfactuur <= 5.000",2018-03-20 10:01:14,"abdc6e9dade886e0d35ceab9951ebeda"
"33",2018-03-01,"I1800273","Beoordelen inkoopfactuur",2018-03-20 20:50:40,"2bdc2f5d286fc7d297896e561064a593"
"34",2018-03-01,"I1800273","Actie nav afkeuren inkoopfactuur",2018-07-03 14:35:05,"abdc6e9dade886e0d35ceab9951ebeda"
"35",2018-03-01,"I1800273","Beoordelen inkoopfactuur",2018-07-03 14:35:24,"abdc6e9dade886e0d35ceab9951ebeda"
"36",2018-03-01,"I1800273","Beoordelen inkoopfactuur",2018-07-05 09:05:52,"2bdc2f5d286fc7d297896e561064a593"
"37",2018-03-01,"I1800273","Accorderen inkoopfactuur",2018-07-09 13:08:45,"524fdb068748af57469e4dc7edf8e89d"
"38",2018-02-28,"I1800225","Inkoopfactuur <= 5.000",2018-03-08 09:58:32,"abdc6e9dade886e0d35ceab9951ebeda"
"39",2018-01-30,"I1800230","Inkoopfactuur <= 5.000",2018-03-08 10:07:53,"abdc6e9dade886e0d35ceab9951ebeda"
"40",2018-02-28,"I1800225","Beoordelen inkoopfactuur",2018-03-12 10:13:32,"069977ecdbde0594726360323a821cda"
"41",2018-01-30,"I1800230","Beoordelen inkoopfactuur",2018-03-12 10:14:04,"069977ecdbde0594726360323a821cda"
"42",2018-02-28,"I1800225","Accorderen inkoopfactuur",2018-03-13 11:10:51,"3f309e071cff9027995b0b80691d6369"
"43",2018-01-30,"I1800230","Accorderen inkoopfactuur",2018-03-13 11:10:59,"3f309e071cff9027995b0b80691d6369"
"44",2018-03-01,"I1800279","Inkoopfactuur <= 5.000",2018-03-22 10:10:00,"abdc6e9dade886e0d35ceab9951ebeda"
"45",2018-03-01,"I1800279","Beoordelen inkoopfactuur",2018-03-23 12:01:03,"069977ecdbde0594726360323a821cda"
"46",2018-03-01,"I1800279","Accorderen inkoopfactuur",2018-03-27 08:17:25,"3f309e071cff9027995b0b80691d6369"
"47",2018-03-31,"I1800307","Accorderen inkoopfactuur",2018-04-16 14:18:13,"3f309e071cff9027995b0b80691d6369"
"48",2018-04-10,"I1800360","Beoordelen inkoopfactuur",2018-04-17 08:23:51,"99fcb711c97118db437f1ee4296b83e9"
"49",2018-04-10,"I1800360","Accorderen inkoopfactuur",2018-04-17 09:41:26,"524fdb068748af57469e4dc7edf8e89d"
"50",2018-03-31,"I1800307","Inkoopfactuur <= 5.000",2018-04-09 08:05:07,"abdc6e9dade886e0d35ceab9951ebeda"
"51",2018-03-31,"I1800308","Inkoopfactuur <= 5.000",2018-04-09 08:06:12,"abdc6e9dade886e0d35ceab9951ebeda"
"52",2018-03-31,"I1800308","Beoordelen inkoopfactuur",2018-04-09 14:12:23,"ae16f6dd57a3df272fd619111c714ba5"
"53",2018-03-31,"I1800308","Accorderen inkoopfactuur",2018-04-09 14:51:30,"3f309e071cff9027995b0b80691d6369"
"54",2018-03-31,"I1800307","Beoordelen inkoopfactuur",2018-04-13 07:45:03,"ae16f6dd57a3df272fd619111c714ba5"
"55",2018-04-10,"I1800360","Inkoopfactuur <= 5.000",2018-04-16 12:44:50,"abdc6e9dade886e0d35ceab9951ebeda"
"56",2018-02-20,"I1800228","Inkoopfactuur <= 5.000",2018-03-08 10:04:52,"abdc6e9dade886e0d35ceab9951ebeda"
"57",2018-02-20,"I1800228","Beoordelen inkoopfactuur",2018-04-05 13:43:06,"077105d56ec3db5318815244824f663b"
"58",2018-02-20,"I1800228","Beoordelen inkoopfactuur",2018-05-08 08:40:27,"99fcb711c97118db437f1ee4296b83e9"
"59",2018-02-20,"I1800228","Accorderen inkoopfactuur",2018-05-08 15:23:43,"524fdb068748af57469e4dc7edf8e89d"
"60",2018-04-10,"I1800348","Beoordelen inkoopfactuur",2018-04-17 09:26:19,"ae16f6dd57a3df272fd619111c714ba5"
"61",2018-04-10,"I1800348","Beoordelen inkoopfactuur",2018-04-18 09:26:33,"077105d56ec3db5318815244824f663b"
"62",2018-04-10,"I1800348","Accorderen inkoopfactuur",2018-04-30 10:38:43,"3f309e071cff9027995b0b80691d6369"
"63",2018-04-10,"I1800348","Inkoopfactuur <= 5.000",2018-04-12 14:44:44,"abdc6e9dade886e0d35ceab9951ebeda"
"64",2018-04-10,"I1800348","Beoordelen inkoopfactuur",2018-04-13 10:03:54,"ce89fe3400440ded691ebea966fbf59a"
"65",2018-04-10,"I1800348","Beoordelen inkoopfactuur",2018-04-16 13:20:05,"abdc6e9dade886e0d35ceab9951ebeda"
"66",2018-03-06,"I1800265","Inkoopfactuur <= 5.000",2018-03-20 08:52:38,"abdc6e9dade886e0d35ceab9951ebeda"
"67",2018-03-06,"I1800265","Beoordelen inkoopfactuur",2018-03-20 13:05:12,"ce89fe3400440ded691ebea966fbf59a"
"68",2018-03-06,"I1800265","Accorderen inkoopfactuur",2018-03-22 06:38:52,"3f309e071cff9027995b0b80691d6369"
"69",2018-03-06,"I1800265","Verwerk de reacties!",2018-03-26 14:30:52,"abdc6e9dade886e0d35ceab9951ebeda"
"70",2018-04-06,"I1800350","Inkoopfactuur <= 5.000",2018-04-12 14:51:29,"abdc6e9dade886e0d35ceab9951ebeda"
"71",2018-04-06,"I1800350","Beoordelen inkoopfactuur",2018-04-13 10:04:07,"ce89fe3400440ded691ebea966fbf59a"
"72",2018-04-06,"I1800350","Accorderen inkoopfactuur",2018-04-16 14:19:05,"3f309e071cff9027995b0b80691d6369"
"73",2018-03-20,"I1800278","Inkoopfactuur <= 5.000",2018-03-22 10:07:27,"abdc6e9dade886e0d35ceab9951ebeda"
"74",2018-03-20,"I1800278","Beoordelen inkoopfactuur",2018-03-28 15:35:57,"a236777427335712ed2249025f1acda2"
"75",2018-03-20,"I1800278","Accorderen inkoopfactuur",2018-04-05 12:52:13,"3f309e071cff9027995b0b80691d6369"
"76",2018-04-03,"I1800319","Beoordelen inkoopfactuur",2018-04-09 14:03:51,"ae16f6dd57a3df272fd619111c714ba5"
"77",2018-04-03,"I1800319","Accorderen inkoopfactuur",2018-04-09 14:50:58,"3f309e071cff9027995b0b80691d6369"
"78",2018-03-02,"I1800214","Inkoopfactuur <= 5.000",2018-03-06 16:09:29,"abdc6e9dade886e0d35ceab9951ebeda"
"79",2018-03-02,"I1800214","Beoordelen inkoopfactuur",2018-03-09 13:53:53,"ae16f6dd57a3df272fd619111c714ba5"
"80",2018-03-02,"I1800214","Accorderen inkoopfactuur",2018-03-13 11:09:43,"3f309e071cff9027995b0b80691d6369"
"81",2018-04-03,"I1800319","Inkoopfactuur <= 5.000",2018-04-09 08:19:36,"abdc6e9dade886e0d35ceab9951ebeda"
"82",2018-03-19,"I1800257","Inkoopfactuur <= 5.000",2018-03-20 08:22:58,"abdc6e9dade886e0d35ceab9951ebeda"
"83",2018-03-19,"I1800257","Beoordelen inkoopfactuur",2018-04-03 09:41:59,"a216d47a59899311f48cfe17ad176b09"
"84",2018-03-19,"I1800257","Beoordelen inkoopfactuur",2018-04-03 09:46:00,"ce89fe3400440ded691ebea966fbf59a"
"85",2018-03-19,"I1800257","Accorderen inkoopfactuur",2018-04-05 12:38:26,"3f309e071cff9027995b0b80691d6369"
"86",2018-03-31,"I1800309","Beoordelen inkoopfactuur",2018-04-10 21:53:39,"1c304646d1d8a68599d27396fff3cb65"
"87",2018-03-31,"I1800309","Accorderen inkoopfactuur",2018-04-16 14:21:50,"3f309e071cff9027995b0b80691d6369"
"88",2018-03-31,"I1800309","Inkoopfactuur <= 5.000",2018-04-09 08:07:42,"abdc6e9dade886e0d35ceab9951ebeda"
"89",2018-03-26,"I1800286","Beoordelen inkoopfactuur",2018-03-31 12:27:18,"1c304646d1d8a68599d27396fff3cb65"
"90",2018-03-26,"I1800286","Accorderen inkoopfactuur",2018-04-05 12:38:16,"3f309e071cff9027995b0b80691d6369"
"91",2018-03-12,"I1800245","Accorderen inkoopfactuur",2018-03-18 13:52:09,"3f309e071cff9027995b0b80691d6369"
"92",2018-03-26,"I1800286","Inkoopfactuur <= 5.000",2018-03-29 14:58:00,"abdc6e9dade886e0d35ceab9951ebeda"
"93",2018-03-12,"I1800245","Inkoopfactuur <= 5.000",2018-03-15 10:47:01,"abdc6e9dade886e0d35ceab9951ebeda"
"94",2018-03-12,"I1800246","Inkoopfactuur <= 5.000",2018-03-15 10:49:22,"abdc6e9dade886e0d35ceab9951ebeda"
"95",2018-03-12,"I1800246","Beoordelen inkoopfactuur",2018-03-15 14:37:31,"1c304646d1d8a68599d27396fff3cb65"
"96",2018-03-12,"I1800245","Beoordelen inkoopfactuur",2018-03-15 14:38:24,"1c304646d1d8a68599d27396fff3cb65"
"97",2018-03-12,"I1800246","Accorderen inkoopfactuur",2018-03-18 13:52:01,"3f309e071cff9027995b0b80691d6369"
"98",2018-04-03,"I1800320","Inkoopfactuur <= 5.000",2018-04-09 08:22:36,"abdc6e9dade886e0d35ceab9951ebeda"
"99",2018-04-03,"I1800320","Beoordelen inkoopfactuur",2018-04-13 08:30:27,"a236777427335712ed2249025f1acda2"
"100",2018-04-03,"I1800320","Accorderen inkoopfactuur",2018-04-16 14:18:53,"3f309e071cff9027995b0b80691d6369"
"101",2018-03-02,"I1800223","Inkoopfactuur <= 5.000",2018-03-08 08:47:43,"abdc6e9dade886e0d35ceab9951ebeda"
"102",2018-03-02,"I1800223","Beoordelen inkoopfactuur",2018-03-12 09:52:37,"a236777427335712ed2249025f1acda2"
"103",2018-03-02,"I1800223","Accorderen inkoopfactuur",2018-03-13 11:10:40,"3f309e071cff9027995b0b80691d6369"
"104",2018-03-31,"I1800357","Inkoopfactuur <= 5.000",2018-04-12 15:17:38,"abdc6e9dade886e0d35ceab9951ebeda"
"105",2018-03-31,"I1800357","Beoordelen inkoopfactuur",2018-04-16 14:24:14,"3f309e071cff9027995b0b80691d6369"
"106",2018-03-31,"I1800357","Accorderen inkoopfactuur",2018-04-16 14:24:21,"3f309e071cff9027995b0b80691d6369"
"107",2018-04-05,"I1800356","Inkoopfactuur <= 5.000",2018-04-12 15:13:16,"abdc6e9dade886e0d35ceab9951ebeda"
"108",2018-04-05,"I1800356","Beoordelen inkoopfactuur",2018-04-13 10:05:31,"ce89fe3400440ded691ebea966fbf59a"
"109",2018-04-05,"I1800356","Accorderen inkoopfactuur",2018-04-16 14:19:24,"3f309e071cff9027995b0b80691d6369"
"110",2018-03-21,"I1800276","Beoordelen inkoopfactuur",2018-03-22 16:50:36,"ce89fe3400440ded691ebea966fbf59a"
"111",2018-03-21,"I1800276","Accorderen inkoopfactuur",2018-03-27 08:17:14,"3f309e071cff9027995b0b80691d6369"
"112",2018-04-05,"I1800340","Inkoopfactuur <= 5.000",2018-04-09 14:44:48,"abdc6e9dade886e0d35ceab9951ebeda"
"113",2018-04-05,"I1800340","Beoordelen inkoopfactuur",2018-04-10 12:44:46,"ce89fe3400440ded691ebea966fbf59a"
"114",2018-04-05,"I1800340","Accorderen inkoopfactuur",2018-04-10 15:32:14,"524fdb068748af57469e4dc7edf8e89d"
"115",2018-03-21,"I1800276","Inkoopfactuur <= 5.000",2018-03-22 10:03:21,"abdc6e9dade886e0d35ceab9951ebeda"
"116",2018-04-05,"I1800352","Inkoopfactuur <= 5.000",2018-04-12 14:57:19,"abdc6e9dade886e0d35ceab9951ebeda"
"117",2018-04-05,"I1800352","Beoordelen inkoopfactuur",2018-04-16 14:23:58,"3f309e071cff9027995b0b80691d6369"
"118",2018-04-05,"I1800352","Accorderen inkoopfactuur",2018-04-16 14:24:05,"3f309e071cff9027995b0b80691d6369"
"119",2018-03-27,"I1800303","Accorderen inkoopfactuur",2018-04-05 12:49:12,"3f309e071cff9027995b0b80691d6369"
"120",2018-04-04,"I1800327","Inkoopfactuur <= 5.000",2018-04-09 08:29:06,"abdc6e9dade886e0d35ceab9951ebeda"
"121",2018-04-04,"I1800327","Beoordelen inkoopfactuur",2018-04-09 14:57:04,"3f309e071cff9027995b0b80691d6369"
"122",2018-04-04,"I1800327","Accorderen inkoopfactuur",2018-04-09 14:57:12,"3f309e071cff9027995b0b80691d6369"
"123",2018-03-27,"I1800303","Beoordelen inkoopfactuur",2018-04-05 12:49:05,"3f309e071cff9027995b0b80691d6369"
"124",2018-03-27,"I1800303","Inkoopfactuur <= 5.000",2018-03-29 16:11:31,"abdc6e9dade886e0d35ceab9951ebeda"
"125",2018-03-23,"I1800295","Inkoopfactuur <= 5.000",2018-03-29 15:52:40,"abdc6e9dade886e0d35ceab9951ebeda"
"126",2018-03-23,"I1800295","Beoordelen inkoopfactuur",2018-03-29 16:29:03,"a216d47a59899311f48cfe17ad176b09"
"127",2018-03-23,"I1800295","Accorderen inkoopfactuur",2018-04-05 12:53:15,"3f309e071cff9027995b0b80691d6369"
"128",2018-03-30,"I1800305","Accorderen inkoopfactuur",2018-04-09 14:50:31,"3f309e071cff9027995b0b80691d6369"
"129",2018-03-30,"I1800305","Inkoopfactuur <= 5.000",2018-04-09 08:00:20,"abdc6e9dade886e0d35ceab9951ebeda"
"130",2018-03-30,"I1800305","Beoordelen inkoopfactuur",2018-04-09 12:35:28,"93961ffaa8be38d6608bbdfa36178fdf"
"131",2018-04-05,"I1800337","Inkoopfactuur <= 5.000",2018-04-09 14:19:13,"abdc6e9dade886e0d35ceab9951ebeda"
"132",2018-04-05,"I1800337","Beoordelen inkoopfactuur",2018-04-09 14:51:44,"3f309e071cff9027995b0b80691d6369"
"133",2018-04-05,"I1800337","Accorderen inkoopfactuur",2018-04-09 14:51:53,"3f309e071cff9027995b0b80691d6369"
"134",2018-04-04,"I1800334","Beoordelen inkoopfactuur",2018-04-16 14:56:08,"2bdc2f5d286fc7d297896e561064a593"
"135",2018-04-04,"I1800334","Accorderen inkoopfactuur",2018-04-17 09:40:24,"524fdb068748af57469e4dc7edf8e89d"
"136",2018-04-04,"I1800334","Verwerk de reacties!",2018-04-19 08:33:55,"abdc6e9dade886e0d35ceab9951ebeda"
"137",2018-03-31,"I1800331","Beoordelen inkoopfactuur",2018-04-09 14:53:39,"3f309e071cff9027995b0b80691d6369"
"138",2018-03-31,"I1800331","Accorderen inkoopfactuur",2018-04-09 14:53:44,"3f309e071cff9027995b0b80691d6369"
"139",2018-03-31,"I1800332","Beoordelen inkoopfactuur",2018-04-09 14:53:53,"3f309e071cff9027995b0b80691d6369"
"140",2018-03-31,"I1800332","Accorderen inkoopfactuur",2018-04-09 14:54:27,"3f309e071cff9027995b0b80691d6369"
"141",2018-03-31,"I1800333","Beoordelen inkoopfactuur",2018-04-09 14:54:36,"3f309e071cff9027995b0b80691d6369"
"142",2018-03-31,"I1800333","Accorderen inkoopfactuur",2018-04-09 14:54:41,"3f309e071cff9027995b0b80691d6369"
"143",2018-03-31,"I1800331","Inkoopfactuur <= 5.000",2018-04-09 13:53:49,"abdc6e9dade886e0d35ceab9951ebeda"
"144",2018-03-31,"I1800332","Inkoopfactuur <= 5.000",2018-04-09 13:54:47,"abdc6e9dade886e0d35ceab9951ebeda"
"145",2018-03-31,"I1800333","Inkoopfactuur <= 5.000",2018-04-09 13:56:23,"abdc6e9dade886e0d35ceab9951ebeda"
"146",2018-04-04,"I1800334","Inkoopfactuur <= 5.000",2018-04-09 13:57:34,"abdc6e9dade886e0d35ceab9951ebeda"
"147",2018-04-04,"I1800334","Beoordelen inkoopfactuur",2018-04-09 14:00:30,"99fcb711c97118db437f1ee4296b83e9"
"148",2018-04-04,"I1800334","Beoordelen inkoopfactuur",2018-04-09 14:04:06,"abdc6e9dade886e0d35ceab9951ebeda"
"149",2018-03-21,"I1800290","Inkoopfactuur <= 5.000",2018-03-29 15:07:39,"abdc6e9dade886e0d35ceab9951ebeda"
"150",2018-04-01,"I1800292","Inkoopfactuur <= 5.000",2018-03-29 15:18:13,"abdc6e9dade886e0d35ceab9951ebeda"
"151",2018-03-21,"I1800290","Beoordelen inkoopfactuur",2018-04-03 10:30:17,"2bdc2f5d286fc7d297896e561064a593"
"152",2018-03-21,"I1800290","Accorderen inkoopfactuur",2018-04-05 12:46:20,"3f309e071cff9027995b0b80691d6369"
"153",2018-04-01,"I1800292","Beoordelen inkoopfactuur",2018-04-05 12:49:42,"3f309e071cff9027995b0b80691d6369"
"154",2018-04-01,"I1800292","Accorderen inkoopfactuur",2018-04-05 12:49:47,"3f309e071cff9027995b0b80691d6369"
"155",2018-02-28,"I1800241","Inkoopfactuur <= 5.000",2018-03-15 10:19:27,"abdc6e9dade886e0d35ceab9951ebeda"
"156",2018-02-28,"I1800247","Inkoopfactuur <= 5.000",2018-03-15 10:50:33,"abdc6e9dade886e0d35ceab9951ebeda"
"157",2018-02-28,"I1800241","Beoordelen inkoopfactuur",2018-03-18 13:52:17,"3f309e071cff9027995b0b80691d6369"
"158",2018-02-28,"I1800241","Accorderen inkoopfactuur",2018-03-18 13:52:24,"3f309e071cff9027995b0b80691d6369"
"159",2018-02-28,"I1800247","Beoordelen inkoopfactuur",2018-03-18 13:53:06,"3f309e071cff9027995b0b80691d6369"
"160",2018-02-28,"I1800247","Accorderen inkoopfactuur",2018-03-18 13:53:11,"3f309e071cff9027995b0b80691d6369"
"161",2018-02-28,"I1800234","Inkoopfactuur <= 5.000",2018-03-08 10:18:40,"abdc6e9dade886e0d35ceab9951ebeda"
"162",2018-03-06,"I1800235","Inkoopfactuur <= 5.000",2018-03-08 10:20:01,"abdc6e9dade886e0d35ceab9951ebeda"
"163",2018-02-28,"I1800234","Beoordelen inkoopfactuur",2018-03-08 11:14:31,"3f309e071cff9027995b0b80691d6369"
"164",2018-02-28,"I1800234","Accorderen inkoopfactuur",2018-03-08 11:14:57,"3f309e071cff9027995b0b80691d6369"
"165",2018-03-06,"I1800235","Beoordelen inkoopfactuur",2018-03-12 09:48:33,"2bdc2f5d286fc7d297896e561064a593"
"166",2018-03-06,"I1800235","Accorderen inkoopfactuur",2018-03-13 11:10:21,"3f309e071cff9027995b0b80691d6369"
"167",2018-04-04,"I1800326","Accorderen inkoopfactuur",2018-04-09 14:51:14,"3f309e071cff9027995b0b80691d6369"
"168",2018-04-04,"I1800326","Inkoopfactuur <= 5.000",2018-04-09 08:27:35,"abdc6e9dade886e0d35ceab9951ebeda"
"169",2018-04-04,"I1800324","Beoordelen inkoopfactuur",2018-04-09 14:02:04,"2bdc2f5d286fc7d297896e561064a593"
